LaptopId,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
140,46,Lenovo,ideapad 320-15isk,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,128GB SSD,intel hd graphics 520,No OS,2.2kg,369.0
141,527,Lenovo,ideapad 320-15isk,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,8GB,2TB HDD,nvidia geforce 920mx,No OS,2.2kg,459.0
142,931,HP,elitebook 820,Ultrabook,12.5,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,1.26kg,1579.0
143,533,Mediacom,smartbook edge,Notebook,13.3,IPS Panel Full HD 1920x1080,intel celeron quad core n3450 1.1ghz,4GB,32GB SSD,intel hd graphics 500,Windows 10,1.2kg,369.0
144,428,HP,omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,12GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,3.35kg,1999.0
145,250,Dell,inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8GB,1TB HDD,intel uhd graphics 620,Windows 10,2.08kg,819.0
146,98,Asus,x541uv-dm1439t (i3-7100u/6gb/256gb/geforce,Notebook,15.6,Full HD 1920x1080,intel core i3 7100u 2.4ghz,6GB,256GB SSD,nvidia geforce 920m,Windows 10,2kg,577.0
147,957,HP,probook x360,2 in 1 Convertible,11.6,Touchscreen 1366x768,intel pentium quad core n4200 1.1ghz,4GB,256GB SSD,intel hd graphics 505,Windows 10,1.45kg,775.0
148,1174,Lenovo,ideapad 510-15ikb,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 940mx,No OS,2.2kg,709.0
149,1044,HP,elitebook 840,Notebook,14.0,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,1.54kg,1000.0
150,747,HP,250 g6,Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.86kg,539.0
151,522,Dell,latitude 5480,Notebook,14.0,Full HD 1920x1080,intel core i5 7300u 2.6ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.64kg,1279.73
152,811,MSI,ge72mvr 7rg,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,512GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,2.9kg,2415.0
153,1064,MSI,gs63vr 6rf,Gaming,15.6,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,1.8kg,1929.0
154,459,HP,17-bs092nd (i3-6006u/8gb/256gb/w10),Notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,2.5kg,639.9
155,1247,Asus,rog gl502vs,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 6700hq 2.6ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,2.34kg,2325.0
156,544,Asus,vivobook x540ya-xx519t,Notebook,15.6,1366x768,amd e2 7110 1.8ghz,4GB,500GB HDD,amd radeon r2,Windows 10,2kg,349.0
157,567,Fujitsu,lifebook a557,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8GB,1TB HDD,intel hd graphics 620,Windows 10,2.2kg,739.0
158,523,HP,probook 440,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,1.63kg,689.0
159,736,HP,zbook 15,Workstation,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD,nvidia quadro m2200,Windows 10,2.6kg,2419.0
160,662,Lenovo,ideapad 320-15isk,Notebook,15.6,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,2.2kg,535.0
161,751,HP,elitebook 850,Notebook,15.6,Full HD 1920x1080,intel core i5 6300u 2.4ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.84kg,1900.0
162,441,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i5 8250u 1.6ghz,4GB,256GB SSD,amd radeon 530,Windows 10,2.2kg,749.0
163,1280,HP,pavilion 15-aw003nv,Notebook,15.6,Full HD 1920x1080,amd a9 9410 2.9ghz,6GB,1.0TB Hybrid,amd radeon r7 m440,Windows 10,2.04kg,549.99
164,813,Dell,vostro 5568,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 940mx,Windows 10,1.98kg,961.0
165,333,Lenovo,v310-15isk (i3-6006u/4gb/1tb/fhd/w10),Notebook,15.6,Full HD 1920x1080,intel core i3 6006u 2.0ghz,4GB,1TB HDD,intel hd graphics 520,Windows 10,1.85kg,449.0
166,149,Acer,aspire a315-51,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,1TB HDD,intel hd graphics 520,Windows 10,2.1kg,447.0
167,536,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,256GB SSD,amd radeon 530,Windows 10,2.2kg,797.41
168,1256,Asus,rog g752vt-gc073t,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 6700hq 2.6ghz,16GB,128GB SSD +  1TB HDD,nvidia geforce 970m,Windows 10,4.0kg,1900.0
169,255,Dell,vostro 5370,Ultrabook,13.3,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.41kg,949.0
170,1016,HP,probook 450,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,256GB SSD,intel hd graphics 620,Windows 10,2.04kg,769.99
171,354,Toshiba,tecra a50-c-21g,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 6500u 2.5ghz,16GB,512GB SSD,nvidia geforce 930m,Windows 10,2.4kg,1403.0
172,873,Lenovo,thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,intel core i3 7100u 2.4ghz,4GB,180GB SSD,intel hd graphics 620,Windows 10,1.44kg,735.0
173,253,Lenovo,yoga 920-13ikb,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8GB,512GB SSD,intel uhd graphics 620,Windows 10,1.37kg,1849.0
174,1169,MSI,pl60 7rd,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 1050,Windows 10,2.2kg,839.0
175,251,Asus,rog g752vsk-gc493t,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 980m,Windows 10,4.3kg,1799.0
176,986,HP,probook 450,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,1TB HDD,intel hd graphics 620,Windows 10,2.04kg,806.0
177,770,Dell,inspiron 5567,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,16GB,256GB SSD,amd radeon r7 m445,Windows 10,2.3kg,1181.27
178,1080,Lenovo,yoga 900s-12isk,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,intel core m m7-6y75 1.2ghz,8GB,512GB SSD,intel hd graphics 515,Windows 10,0.99kg,1399.0
179,714,Dell,latitude 5580,Notebook,15.6,Full HD 1920x1080,intel core i5 7300u 2.6ghz,16GB,512GB SSD,intel hd graphics 620,Windows 10,1.93kg,1426.66
180,640,Lenovo,legion y520-15ikbn,Gaming,15.6,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1050m,Windows 10,2.5kg,1109.0
181,1077,MSI,gt72vr dominator,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,3.78kg,2499.0
182,159,Toshiba,satellite pro,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,2.1kg,447.0
183,45,Apple,macbook pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,intel core i5 2.0ghz,8GB,256GB SSD,intel iris graphics 540,macOS,1.37kg,1419.0
184,14,Apple,"macbook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,intel core m m3 1.2ghz,8GB,256GB SSD,intel hd graphics 615,macOS,0.92kg,1262.4
185,1116,Lenovo,ideapad y900-17isk,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 6820hk 2.7ghz,16GB,256GB SSD +  1.0TB Hybrid,nvidia geforce 980m,Windows 10,4.6kg,2749.99
186,202,Acer,aspire e5-576g,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 940mx,Windows 10,2.23kg,742.0
187,874,Samsung,notebook 9,Ultrabook,15.0,Full HD 1920x1080,intel core i7 7500u 2.7ghz,16GB,256GB SSD,nvidia geforce 940mx,Windows 10,1.23kg,1849.0
188,825,Toshiba,satellite pro,Notebook,14.0,1366x768,intel pentium dual core 4405u 2.1ghz,4GB,128GB SSD,intel hd graphics 510,Windows 10,1.75kg,499.0
189,865,HP,probook 450,Notebook,15.6,Full HD 1920x1080,intel core i5 6200u 2.3ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,2.07kg,910.0
190,497,HP,elitebook 840,Notebook,14.0,Full HD 1920x1080,intel core i7 7600u 2.8ghz,8GB,1TB SSD,intel hd graphics 620,Windows 10,1.48kg,1749.0
191,259,Lenovo,yoga 720-15ikb,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8GB,512GB SSD,nvidia geforce 1050m,Windows 10,2kg,1699.0
192,625,Lenovo,ideapad 320-15ikb,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 920mx,Windows 10,2.2kg,899.0
193,483,Chuwi,"lapbook 15,6",Notebook,15.6,Full HD 1920x1080,intel atom x5-z8350 1.44ghz,4GB,64GB Flash Storage,intel hd graphics,Windows 10,1.89kg,248.9
194,18,Lenovo,ideapad 320-15ikb,Notebook,15.6,Full HD 1920x1080,intel core i3 7100u 2.4ghz,8GB,1TB HDD,nvidia geforce 940mx,No OS,2.2kg,499.0
195,637,Lenovo,ideapad 100s-14ibr,Notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2GB,32GB Flash Storage,intel hd graphics 400,Windows 10,1.42kg,249.0
196,368,Dell,inspiron 5567,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,amd radeon r7 m445,Windows 10,2.33kg,899.0
197,944,Lenovo,yoga 700-11isk,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,intel core m m7-6y75 1.2ghz,8GB,256GB SSD,intel hd graphics 515,Windows 10,1.1kg,1299.0
198,416,Dell,latitude 3380,Notebook,13.3,1366x768,intel core i3 6006u 2.0ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,1.65kg,689.0
199,1114,Lenovo,yoga book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4GB,64GB Flash Storage,intel hd graphics 400,Android,0.69kg,549.0
200,1229,MSI,gl62m 7rdx,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.2kg,1149.0
201,170,Huawei,matebook x,Ultrabook,13.0,IPS Panel Full HD 2160x1440,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.05kg,1349.0
202,530,Dell,alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,128GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,4.42kg,3012.77
203,844,HP,elitebook 840,Ultrabook,14.0,Full HD 1920x1080,intel core i7 6500u 2.5ghz,8GB,512GB SSD,intel hd graphics 520,Windows 7,1.54kg,1870.0
204,112,Lenovo,thinkpad yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.37kg,1399.0
205,1211,Asus,fx502vm-as73 (i7-7700hq/16gb/1tb,Notebook,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,16GB,128GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,2.2kg,1749.0
206,293,Dell,xps 15,Notebook,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,256GB SSD,nvidia geforce 1050,Windows 10,2kg,1829.0
207,756,HP,15-cb003na (i5-7300hq/8gb/1tb,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i5 7300hq 2.5ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.2kg,1099.0
208,1265,Lenovo,ideapad y700-15isk,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 6700hq 2.6ghz,8GB,1TB HDD,nvidia geforce 960m,Windows 10,2.6kg,899.0
209,34,Apple,macbook air,Ultrabook,13.3,1440x900,intel core i5 1.6ghz,8GB,256GB Flash Storage,intel hd graphics 6000,Mac OS X,1.35kg,998.0
210,1161,MSI,gs40 phantom,Gaming,14.0,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 970m,Windows 10,1.7kg,1769.0
211,144,HP,255 g6,Notebook,15.6,1366x768,amd a6 9220 2.5ghz,4GB,256GB SSD,amd radeon r4,Windows 10,1.86kg,369.0
212,470,HP,spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8GB,512GB SSD,intel uhd graphics 620,Windows 10,1.29kg,1999.0
213,973,Toshiba,tecra a40-c-1df,Notebook,14.0,Full HD 1920x1080,intel core i5 6200u 2.3ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.95kg,1180.0
214,297,Dell,precision 7720,Workstation,17.3,Full HD 1920x1080,intel core i7 7820hq 2.9ghz,16GB,256GB SSD,nvidia quadro m1200,Windows 10,3.42kg,2884.86
215,947,Lenovo,ideapad 310-15ikb,Notebook,15.6,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 920mx,No OS,2.2kg,685.0
216,644,Acer,extensa ex2540,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,500GB HDD,intel hd graphics 520,Windows 10,2.4kg,450.0
217,227,Asus,vivobook x541uv-dm1217t,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,nvidia geforce 920mx,Windows 10,2kg,769.0
218,650,Asus,rog g701vi,Gaming,17.3,IPS Panel Full HD 1920x1080,intel core i7 6820hk 2.7ghz,32GB,512GB SSD,nvidia geforce 1080,Windows 10,3.8kg,2799.0
219,50,Lenovo,yoga book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4GB,64GB Flash Storage,intel hd graphics 400,Android,0.69kg,319.0
220,335,HP,elitebook 840,Notebook,14.0,Full HD 1920x1080,intel core i5 7300u 2.6ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.48kg,1268.0
221,325,Lenovo,ideapad 120s-14iap,Notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4GB,32GB Flash Storage,intel hd graphics 500,Windows 10,1.44kg,292.0
222,1186,Dell,inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16GB,512GB SSD,intel hd graphics 620,Windows 10,2.09kg,1179.0
223,928,Dell,vostro 3568,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4GB,1TB HDD,intel hd graphics 620,Windows 10,2.18kg,708.06
224,886,Dell,vostro 3568,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,1TB HDD,amd radeon r5 m420x,Linux,2.18kg,455.7
225,432,Lenovo,ideapad 320s-14ikb,Notebook,14.0,IPS Panel Full HD 1920x1080,intel core i3 7130u 2.7ghz,4GB,128GB SSD,intel hd graphics 620,Windows 10,1.7kg,599.0
226,895,Toshiba,portege x30-d-10v,Notebook,13.3,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.05kg,1475.0
227,794,Apple,"macbook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,intel core m 1.2ghz,8GB,512GB Flash Storage,intel hd graphics 5300,Mac OS X,0.920kg,1165.0
228,274,Toshiba,satellite pro,Notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,8GB,500GB HDD,nvidia geforce 930m,Windows 10,2.2kg,812.0
229,355,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,128GB SSD +  2TB HDD,amd radeon 530,Windows 10,2.02kg,970.9
230,732,HP,15-bw091nd (a9-9420/6gb/1tb,Notebook,15.6,Full HD 1920x1080,amd a9 9420 3ghz,6GB,128GB SSD +  1TB HDD,amd radeon 520,Windows 10,2.1kg,650.0
231,208,Dell,xps 13,Ultrabook,13.3,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.2kg,1449.0
232,214,Huawei,matebook x,Ultrabook,13.0,IPS Panel Full HD 2160x1440,intel core i7 7500u 2.7ghz,8GB,512GB SSD,intel hd graphics 620,Windows 10,1.05kg,1499.0
233,33,Dell,xps 13,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,intel core i7 8550u 1.8ghz,16GB,512GB SSD,intel uhd graphics 620,Windows 10,1.2kg,1869.0
234,898,Dell,vostro 3568,Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,1TB HDD,amd radeon r5 m420x,Windows 10,2.18kg,614.0
235,462,Asus,pro p2540ua-ab51,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,1TB HDD,intel hd graphics 620,Windows 10,2.37kg,749.0
236,972,Dell,alienware 17,Gaming,17.3,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,32GB,256GB SSD +  1TB HDD,nvidia geforce 1070,Windows 10,4.42kg,2800.0
237,1032,MSI,gl72m 7rdx,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,128GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.7kg,1191.8
238,556,Mediacom,smartbook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,intel atom x5-z8350 1.44ghz,4GB,32GB Flash Storage,intel hd graphics,Windows 10,1.35kg,255.0
239,218,Dell,latitude 5490,Ultrabook,14.0,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,256GB SSD,intel uhd graphics 620,Windows 10,1.6kg,1149.0
240,467,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,2TB HDD,amd radeon 530,Windows 10,2.02kg,759.0
241,854,Asus,k556ur-dm621t (i7-7500u/8gb/256gb/geforce,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,256GB SSD,nvidia geforce 930mx,Windows 10,2.3kg,787.0
242,588,Lenovo,ideapad 320-15ikbr,Notebook,15.6,Touchscreen 1366x768,intel core i7 8550u 1.8ghz,12GB,1TB HDD,intel hd graphics 620,Windows 10,2.2kg,609.0
243,1038,Dell,latitude e5570,Notebook,15.6,Full HD 1920x1080,intel core i5 6300u 2.4ghz,8GB,256GB SSD,intel hd graphics 520,Windows 7,2.09kg,1062.95
244,215,Dell,inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,256GB SSD,amd radeon 530,Windows 10,1.4kg,931.88
245,29,HP,probook 470,Notebook,17.3,Full HD 1920x1080,intel core i5 8250u 1.6ghz,8GB,1TB HDD,nvidia geforce 930mx,Windows 10,2.5kg,896.0
246,774,HP,elitebook 820,Ultrabook,12.5,1366x768,intel core i5 6200u 2.3ghz,4GB,256GB SSD,intel hd graphics 520,Windows 10,1.26kg,1244.0
247,728,Dell,inspiron 5567,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8GB,1TB HDD,amd radeon r7 m445,Linux,2.32kg,589.52
248,230,Asus,pro p2540ua-xo0198t,Notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4GB,1TB HDD,intel hd graphics 620,Windows 10,2.37kg,398.99
249,1299,Lenovo,yoga 900-13isk,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16GB,512GB SSD,intel hd graphics 520,Windows 10,1.3kg,1499.0
250,234,Acer,aspire r7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8GB,256GB SSD,intel hd graphics 520,Windows 10,1.6kg,689.0
251,1009,HP,probook 440,Notebook,14.0,1366x768,intel core i3 7100u 2.4ghz,4GB,500GB HDD,intel hd graphics 620,Windows 10,1.64kg,684.0
252,1012,HP,elitebook 840,Notebook,14.0,Full HD 1920x1080,intel core i5 7200u 2.5ghz,4GB,256GB SSD,intel hd graphics 620,Windows 10,1.48kg,1590.0
253,390,Asus,rog gl753vd-gc042t,Gaming,17.3,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,1TB HDD,nvidia geforce 1050,Windows 10,3kg,1039.0
254,702,Lenovo,ideapad 320-15abr,Notebook,15.6,1366x768,amd a12 9720p 2.7ghz,8GB,1TB HDD,amd radeon r7,Windows 10,2.2kg,429.0
255,116,HP,probook 440,Notebook,14.0,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,512GB SSD,intel uhd graphics 620,Windows 10,1.63kg,1084.0
256,814,Dell,vostro 3568,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,amd radeon r5 m420,Windows 10,2.18kg,789.81
257,711,Dell,latitude 5480,Notebook,14.0,Full HD 1920x1080,intel core i5 7440hq 2.8ghz,8GB,256GB SSD,nvidia geforce 930mx,Linux,1.64kg,1089.0
258,1059,MSI,gt62vr 6rd,Gaming,15.6,Full HD 1920x1080,intel core i7 6700hq 2.6ghz,16GB,256GB SSD +  1TB HDD,nvidia geforce 1060,Windows 10,2.94kg,1819.0
259,721,HP,pavilion x360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.58kg,836.6
260,624,HP,elitebook 850,Notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4GB,500GB HDD,intel hd graphics 520,Windows 7,1.88kg,932.0
261,454,Dell,inspiron 5570,Notebook,15.6,Full HD 1920x1080,intel core i7 8550u 1.8ghz,8GB,128GB SSD +  1TB HDD,amd radeon 530,Windows 10,2.36kg,979.0
262,22,HP,255 g6,Notebook,15.6,1366x768,amd e2 9000e 1.5ghz,4GB,500GB HDD,amd radeon r2,No OS,1.86kg,258.0
263,1153,Dell,inspiron 7567,Gaming,15.6,Full HD 1920x1080,intel core i7 7700hq 2.8ghz,8GB,1TB HDD,nvidia geforce 1050 ti,Windows 10,2.62kg,1199.0
264,491,Toshiba,portege x30-d-10l,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,intel core i7 7500u 2.7ghz,32GB,512GB SSD,intel hd graphics 620,Windows 10,1.05kg,2799.0
265,938,Dell,latitude 7480,Ultrabook,14.0,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.36kg,1639.0
266,1279,Lenovo,ideapad y700-15isk,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 6700hq 2.6ghz,8GB,1TB HDD,nvidia geforce 960m,Windows 10,2.6kg,899.0
267,1195,HP,pavilion power,Notebook,15.6,IPS Panel Full HD 1920x1080,intel core i7 7700hq 2.8ghz,12GB,128GB SSD +  1TB HDD,nvidia geforce 1050,Windows 10,2.21kg,1327.0
268,257,HP,envy 17-u275cl,Notebook,17.3,IPS Panel Full HD 1920x1080,intel core i7 8550u 1.8ghz,16GB,1TB HDD,nvidia geforce 150mx,Windows 10,2.9kg,1059.0
269,1112,Lenovo,v110-15isk (i3-6006u/4gb/128gb/w10),Notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4GB,128GB SSD,intel hd graphics 520,Windows 10,2.1kg,429.0
270,779,Asus,vivobook max,Notebook,15.6,1920x1080,intel pentium dual core n4200 1.1ghz,8GB,128GB SSD,intel hd graphics 505,Windows 10,2kg,581.9
271,477,Lenovo,thinkpad t470,Notebook,14.0,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,180GB SSD,intel hd graphics 620,Windows 10,1.7kg,1364.0
272,1155,HP,15-bw002nv (a6-9220/4gb/256gb/radeon,Notebook,15.6,Full HD 1920x1080,amd a6 9220 2.5ghz,4GB,256GB SSD,amd radeon 520,Windows 10,1.91kg,478.89
273,553,HP,17-x047na (i3-6006u/8gb/1tb/w10),Notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8GB,1TB HDD,intel hd graphics 520,Windows 10,2.65kg,544.15
274,329,Dell,xps 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,32GB,1TB SSD,nvidia geforce 1050,Windows 10,2.06kg,2639.0
275,686,HP,250 g6,Notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4GB,500GB HDD,amd radeon 520,Windows 10,1.86kg,612.61
276,1127,HP,elitebook 820,Ultrabook,12.5,1366x768,intel core i5 6300u 2.4ghz,8GB,256GB SSD,intel hd graphics 520,Windows 7,1.26kg,1895.0
277,443,Lenovo,ideapad 320-15iap,Notebook,15.6,Full HD 1920x1080,intel pentium quad core n4200 1.1ghz,4GB,128GB SSD,intel hd graphics 505,Windows 10,2.2kg,349.0
278,893,Lenovo,thinkpad t470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,256GB SSD,intel hd graphics 620,Windows 10,1.32kg,1799.0
279,554,HP,probook 470,Notebook,17.3,Full HD 1920x1080,intel core i7 7500u 2.7ghz,8GB,1TB HDD,nvidia geforce 930mx,Windows 10,2.63kg,1280.0
280,671,Lenovo,v310-15isk (i5-7200u/8gb/1tb,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,128GB SSD +  1TB HDD,amd radeon r5 m430,Windows 10,1.90kg,817.95
281,712,Dell,vostro 5568,Notebook,15.6,Full HD 1920x1080,intel core i5 7200u 2.5ghz,8GB,1TB HDD,intel hd graphics 620,Linux,1.98kg,726.0
282,717,Lenovo,110-15acl (a6-7310/4gb/500gb/w10),Notebook,15.6,1366x768,amd a6 7310 2ghz,4GB,500GB HDD,amd radeon r4,Windows 10,2.19kg,298.0
283,1269,Asus,x556uj-xo044t (i7-6500u/4gb/500gb/geforce,Notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4GB,500GB HDD,nvidia geforce 920m,Windows 10,2.2kg,720.32
