LaptopId,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
151,522,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.64kg,1279.73
152,811,msi,ge72mvr 7rg,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,2.9kg,2415.0
153,1064,msi,gs63vr 6rf,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,1.8kg,1929.0
154,459,hp,17-bs092nd ,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2.5kg,639.9
155,1247,asus,rog gl502vs,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,2.34kg,2325.0
156,544,asus,vivobook x540ya-xx519t,notebook,15.6,1366x768,amd e2 7110 1.8ghz,4gb,500gb hdd,amd radeon r2,windows 10,2kg,349.0
157,567,fujitsu,lifebook a557,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.2kg,739.0
158,523,hp,probook 440,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.63kg,689.0
159,736,hp,zbook 15,workstation,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd,nvidia quadro m2200,windows 10,2.6kg,2419.0
160,662,lenovo,ideapad 320-15isk,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.2kg,535.0
161,751,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.84kg,1900.0
162,441,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,amd radeon 530,windows 10,2.2kg,749.0
163,1280,hp,pavilion 15-aw003nv,notebook,15.6,full hd 1920x1080,amd a9 9410 2.9ghz,6gb,1.0tb hybrid,amd radeon r7 m440,windows 10,2.04kg,549.99
164,813,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,windows 10,1.98kg,961.0
165,333,lenovo,v310-15isk ,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,1.85kg,449.0
166,149,acer,aspire a315-51,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.1kg,447.0
167,536,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 530,windows 10,2.2kg,797.41
168,1256,asus,rog g752vt-gc073t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 970m,windows 10,4.0kg,1900.0
169,255,dell,vostro 5370,ultrabook,13.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.41kg,949.0
170,1016,hp,probook 450,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.04kg,769.99
171,354,toshiba,tecra a50-c-21g,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,16gb,512gb ssd,nvidia geforce 930m,windows 10,2.4kg,1403.0
172,873,lenovo,thinkpad 13,notebook,13.3,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,180gb ssd,intel hd graphics 620,windows 10,1.44kg,735.0
173,253,lenovo,yoga 920-13ikb,2 in 1 convertible,13.9,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.37kg,1849.0
174,1169,msi,pl60 7rd,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 1050,windows 10,2.2kg,839.0
175,251,asus,rog g752vsk-gc493t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 980m,windows 10,4.3kg,1799.0
176,986,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.04kg,806.0
177,770,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,256gb ssd,amd radeon r7 m445,windows 10,2.3kg,1181.27
178,1080,lenovo,yoga 900s-12isk,ultrabook,12.5,ips panel touchscreen 2560x1440,intel core m m7-6y75 1.2ghz,8gb,512gb ssd,intel hd graphics 515,windows 10,0.99kg,1399.0
179,714,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.93kg,1426.66
180,640,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050m,windows 10,2.5kg,1109.0
181,1077,msi,gt72vr dominator,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,3.78kg,2499.0
182,159,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.1kg,447.0
183,45,apple,macbook pro,ultrabook,13.3,ips panel retina display 2560x1600,intel core i5 2.0ghz,8gb,256gb ssd,intel iris graphics 540,macos,1.37kg,1419.0
184,14,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m m3 1.2ghz,8gb,256gb ssd,intel hd graphics 615,macos,0.92kg,1262.4
185,1116,lenovo,ideapad y900-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,16gb,256gb ssd +  1.0tb hybrid,nvidia geforce 980m,windows 10,4.6kg,2749.99
186,202,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,windows 10,2.23kg,742.0
187,874,samsung,notebook 9,ultrabook,15.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,256gb ssd,nvidia geforce 940mx,windows 10,1.23kg,1849.0
188,825,toshiba,satellite pro,notebook,14.0,1366x768,intel pentium dual core 4405u 2.1ghz,4gb,128gb ssd,intel hd graphics 510,windows 10,1.75kg,499.0
189,865,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.07kg,910.0
190,497,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,1tb ssd,intel hd graphics 620,windows 10,1.48kg,1749.0
191,259,lenovo,yoga 720-15ikb,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8gb,512gb ssd,nvidia geforce 1050m,windows 10,2kg,1699.0
192,625,lenovo,ideapad 320-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 920mx,windows 10,2.2kg,899.0
193,483,chuwi,"lapbook 15,6",notebook,15.6,full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,64gb flash storage,intel hd graphics,windows 10,1.89kg,248.9
194,18,lenovo,ideapad 320-15ikb,notebook,15.6,full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,1tb hdd,nvidia geforce 940mx,no os,2.2kg,499.0
195,637,lenovo,ideapad 100s-14ibr,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.42kg,249.0
196,368,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r7 m445,windows 10,2.33kg,899.0
197,944,lenovo,yoga 700-11isk,2 in 1 convertible,11.3,ips panel full hd / touchscreen 1920x1080,intel core m m7-6y75 1.2ghz,8gb,256gb ssd,intel hd graphics 515,windows 10,1.1kg,1299.0
198,416,dell,latitude 3380,notebook,13.3,1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.65kg,689.0
199,1114,lenovo,yoga book,2 in 1 convertible,10.1,ips panel touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4gb,64gb flash storage,intel hd graphics 400,android,0.69kg,549.0
200,1229,msi,gl62m 7rdx,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.2kg,1149.0
201,170,huawei,matebook x,ultrabook,13.0,ips panel full hd 2160x1440,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.05kg,1349.0
202,530,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.42kg,3012.77
203,844,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows 7,1.54kg,1870.0
204,112,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.37kg,1399.0
205,1211,asus,fx502vm-as73 ,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.2kg,1749.0
206,293,dell,xps 15,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce 1050,windows 10,2kg,1829.0
207,756,hp,15-cb003na ,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.2kg,1099.0
208,1265,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce 960m,windows 10,2.6kg,899.0
209,34,apple,macbook air,ultrabook,13.3,1440x900,intel core i5 1.6ghz,8gb,256gb flash storage,intel hd graphics 6000,mac os x,1.35kg,998.0
210,1161,msi,gs40 phantom,gaming,14.0,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 970m,windows 10,1.7kg,1769.0
211,144,hp,255 g6,notebook,15.6,1366x768,amd a6 9220 2.5ghz,4gb,256gb ssd,amd radeon r4,windows 10,1.86kg,369.0
212,470,hp,spectre x360,2 in 1 convertible,13.3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.29kg,1999.0
213,973,toshiba,tecra a40-c-1df,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.95kg,1180.0
214,297,dell,precision 7720,workstation,17.3,full hd 1920x1080,intel core i7 7820hq 2.9ghz,16gb,256gb ssd,nvidia quadro m1200,windows 10,3.42kg,2884.86
215,947,lenovo,ideapad 310-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 920mx,no os,2.2kg,685.0
216,644,acer,extensa ex2540,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.4kg,450.0
217,227,asus,vivobook x541uv-dm1217t,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 920mx,windows 10,2kg,769.0
218,650,asus,rog g701vi,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,512gb ssd,nvidia geforce 1080,windows 10,3.8kg,2799.0
219,50,lenovo,yoga book,2 in 1 convertible,10.1,ips panel touchscreen 1920x1200,intel atom x5-z8550 1.44ghz,4gb,64gb flash storage,intel hd graphics 400,android,0.69kg,319.0
220,335,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,1268.0
221,325,lenovo,ideapad 120s-14iap,notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.44kg,292.0
222,1186,dell,inspiron 5578,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,2.09kg,1179.0
223,928,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2.18kg,708.06
224,886,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,linux,2.18kg,455.7
225,432,lenovo,ideapad 320s-14ikb,notebook,14.0,ips panel full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,1.7kg,599.0
226,895,toshiba,portege x30-d-10v,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.05kg,1475.0
227,794,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.2ghz,8gb,512gb flash storage,intel hd graphics 5300,mac os x,0.920kg,1165.0
228,274,toshiba,satellite pro,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,8gb,500gb hdd,nvidia geforce 930m,windows 10,2.2kg,812.0
229,355,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  2tb hdd,amd radeon 530,windows 10,2.02kg,970.9
230,732,hp,15-bw091nd ,notebook,15.6,full hd 1920x1080,amd a9 9420 3ghz,6gb,128gb ssd +  1tb hdd,amd radeon 520,windows 10,2.1kg,650.0
231,208,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.2kg,1449.0
232,214,huawei,matebook x,ultrabook,13.0,ips panel full hd 2160x1440,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.05kg,1499.0
233,33,dell,xps 13,ultrabook,13.3,touchscreen / quad hd+ 3200x1800,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.2kg,1869.0
234,898,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m420x,windows 10,2.18kg,614.0
235,462,asus,pro p2540ua-ab51,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.37kg,749.0
236,972,dell,alienware 17,gaming,17.3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,32gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.42kg,2800.0
237,1032,msi,gl72m 7rdx,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.7kg,1191.8
238,556,mediacom,smartbook 130,notebook,13.3,ips panel full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,32gb flash storage,intel hd graphics,windows 10,1.35kg,255.0
239,218,dell,latitude 5490,ultrabook,14.0,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.6kg,1149.0
240,467,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,2tb hdd,amd radeon 530,windows 10,2.02kg,759.0
241,854,asus,k556ur-dm621t ,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.3kg,787.0
242,588,lenovo,ideapad 320-15ikbr,notebook,15.6,touchscreen 1366x768,intel core i7 8550u 1.8ghz,12gb,1tb hdd,intel hd graphics 620,windows 10,2.2kg,609.0
243,1038,dell,latitude e5570,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,2.09kg,1062.95
244,215,dell,inspiron 5370,ultrabook,13.3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows 10,1.4kg,931.88
245,29,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,896.0
246,774,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,1.26kg,1244.0
247,728,dell,inspiron 5567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,linux,2.32kg,589.52
248,230,asus,pro p2540ua-xo0198t,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2.37kg,398.99
249,1299,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows 10,1.3kg,1499.0
250,234,acer,aspire r7,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.6kg,689.0
251,1009,hp,probook 440,notebook,14.0,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.64kg,684.0
252,1012,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,1590.0
253,390,asus,rog gl753vd-gc042t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce 1050,windows 10,3kg,1039.0
254,702,lenovo,ideapad 320-15abr,notebook,15.6,1366x768,amd a12 9720p 2.7ghz,8gb,1tb hdd,amd radeon r7,windows 10,2.2kg,429.0
255,116,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.63kg,1084.0
256,814,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r5 m420,windows 10,2.18kg,789.81
257,711,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,linux,1.64kg,1089.0
258,1059,msi,gt62vr 6rd,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.94kg,1819.0
259,721,hp,pavilion x360,2 in 1 convertible,13.3,ips panel touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.58kg,836.6
260,624,hp,elitebook 850,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,1.88kg,932.0
261,454,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.36kg,979.0
262,22,hp,255 g6,notebook,15.6,1366x768,amd e2 9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,no os,1.86kg,258.0
263,1153,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce 1050 ti,windows 10,2.62kg,1199.0
264,491,toshiba,portege x30-d-10l,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,32gb,512gb ssd,intel hd graphics 620,windows 10,1.05kg,2799.0
265,938,dell,latitude 7480,ultrabook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,1639.0
266,1279,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce 960m,windows 10,2.6kg,899.0
267,1195,hp,pavilion power,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.21kg,1327.0
268,257,hp,envy 17-u275cl,notebook,17.3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,1tb hdd,nvidia geforce 150mx,windows 10,2.9kg,1059.0
269,1112,lenovo,v110-15isk ,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,2.1kg,429.0
270,779,asus,vivobook max,notebook,15.6,1920x1080,intel pentium dual core n4200 1.1ghz,8gb,128gb ssd,intel hd graphics 505,windows 10,2kg,581.9
271,477,lenovo,thinkpad t470,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,180gb ssd,intel hd graphics 620,windows 10,1.7kg,1364.0
272,1155,hp,15-bw002nv ,notebook,15.6,full hd 1920x1080,amd a6 9220 2.5ghz,4gb,256gb ssd,amd radeon 520,windows 10,1.91kg,478.89
273,553,hp,17-x047na ,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,2.65kg,544.15
274,329,dell,xps 15,notebook,15.6,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,32gb,1tb ssd,nvidia geforce 1050,windows 10,2.06kg,2639.0
275,686,hp,250 g6,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon 520,windows 10,1.86kg,612.61
276,1127,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,1895.0
277,443,lenovo,ideapad 320-15iap,notebook,15.6,full hd 1920x1080,intel pentium quad core n4200 1.1ghz,4gb,128gb ssd,intel hd graphics 505,windows 10,2.2kg,349.0
278,893,lenovo,thinkpad t470s,ultrabook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.32kg,1799.0
279,554,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.63kg,1280.0
280,671,lenovo,v310-15isk ,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd +  1tb hdd,amd radeon r5 m430,windows 10,1.90kg,817.95
281,712,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,linux,1.98kg,726.0
282,717,lenovo,110-15acl ,notebook,15.6,1366x768,amd a6 7310 2ghz,4gb,500gb hdd,amd radeon r4,windows 10,2.19kg,298.0
283,1269,asus,x556uj-xo044t ,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows 10,2.2kg,720.32
284,776,lenovo,thinkpad p50,notebook,15.6,4k ultra hd 3840x2160,intel core i7 6820hq 2.7ghz,16gb,512gb ssd,nvidia quadro m2000m,windows 7,2.5kg,2370.0
285,680,msi,gv62m 7rd,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce 1050,windows 10,2.2kg,997.9
286,858,dell,inspiron 5368,notebook,13.3,full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,1.62kg,649.0
287,1117,razer,blade stealth,ultrabook,12.5,touchscreen / 4k ultra hd 3840x2160,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.25kg,1029.0
288,404,msi,ge73vr 7rf,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,2.8kg,2249.0
289,271,asus,rog strix,gaming,17.3,full hd 1920x1080,amd ryzen 1700 3ghz,16gb,256gb ssd +  1tb hdd,amd radeon rx 580,windows 10,3.2kg,1549.0
290,135,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.63kg,988.0
291,92,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,1197.0
292,818,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,4.36kg,2505.02
293,561,lenovo,v330-15ikb ,notebook,15.6,full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,2.05kg,630.0
294,964,hp,probook 450,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,846.5
295,173,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2kg,489.0
296,306,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,16gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,1975.0
297,57,asus,vivobook max,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2kg,586.19
298,300,asus,vivobook s14,notebook,14.0,1366x768,intel core i3 7100u 2.4ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,1.3kg,509.0
299,241,asus,vivobook pro,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 150mx,windows 10,2.1kg,1145.0
300,1115,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i7 7560u 2.4ghz,8gb,256gb ssd,intel iris plus graphics 640,windows 10,1.23kg,1379.0
301,1235,hp,15-bs023nv ,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.1kg,478.0
302,1056,hp,250 g5,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,no os,1.96kg,499.0
303,684,lenovo,yoga 730,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.19kg,1499.0
304,884,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics,windows 10,2.2kg,369.0
